x,y,2dKDE
42.0,2.0,0.00014596096672297946
42.0,3.0,0.0001466571189472184
42.0,4.0,0.000144678829115333
42.0,5.0,0.00014048920338734846
42.0,6.0,0.00013512074709399907
42.0,7.0,0.00012976223994128237
42.0,8.0,0.0001253287056981182
42.0,9.0,0.00012224093237084296
42.0,10.0,0.00012052020219058242
42.0,11.0,0.0001200929142489338
42.0,12.0,0.00012105038253012346
42.0,13.0,0.0001236490085432298
42.0,14.0,0.00012804461622184036
42.0,15.0,0.0001339676097251243
42.0,16.0,0.00014059556737897952
42.0,17.0,0.00014673906019000313
42.0,18.0,0.0001512455435069099
42.0,19.0,0.0001533965615824136
42.0,20.0,0.0001530895537929943
42.0,21.0,0.00015071824618913252
42.0,22.0,0.00014681716341300794
42.0,23.0,0.00014165385700931903
42.0,24.0,0.00013499278109842478
42.0,25.0,0.0001261850749586445
42.0,26.0,0.00011456756373839938
42.0,27.0,9.996483346688284e-05
42.0,28.0,8.30060102350138e-05
42.0,29.0,6.506454636908271e-05
43.0,-30.0,3.909292897830526e-05
43.0,-29.0,5.337572979246426e-05
43.0,-28.0,6.824872525458732e-05
43.0,-27.0,8.2231149316144e-05
43.0,-26.0,9.413733546289293e-05
43.0,-25.0,0.00010344460971223653
43.0,-24.0,0.00011034731069763441
43.0,-23.0,0.00011548172075892608
43.0,-22.0,0.00011951287713276931
43.0,-21.0,0.00012284020714395377
43.0,-20.0,0.00012555743431874372
43.0,-19.0,0.00012760516433620034
43.0,-18.0,0.00012894784481491109
43.0,-17.0,0.00012965482435791897
43.0,-16.0,0.00012988499083817676
43.0,-15.0,0.00012984006474075257
43.0,-14.0,0.00012972625217661944
43.0,-13.0,0.00012971510832720563
43.0,-12.0,0.00012989280996481906
43.0,-11.0,0.0001302224984440802
43.0,-10.0,0.00013055596017338871
43.0,-9.0,0.00013069675456337586
43.0,-8.0,0.0001304807940026571
43.0,-7.0,0.0001298458112890457
43.0,-6.0,0.00012888912384001122
43.0,-5.0,0.00012791110793476223
43.0,-4.0,0.00012740354276135306
43.0,-3.0,0.00012792610666573467
43.0,-2.0,0.0001298707855165112
43.0,-1.0,0.00013321133984229444
43.0,0.0,0.00013738406958602523
43.0,1.0,0.00014139406647298546
43.0,2.0,0.0001441240124215885
43.0,3.0,0.0001447215794001479
43.0,4.0,0.0001429066784299671
43.0,5.0,0.0001390700138424859
43.0,6.0,0.00013411282174465036
43.0,7.0,0.00012909083548581156
43.0,8.0,0.00012483600076203157
43.0,9.0,0.00012176148032756177
43.0,10.0,0.00011995117097625932
43.0,11.0,0.00011943737875152602
43.0,12.0,0.0001204243003713968
43.0,13.0,0.00012325110067560338
43.0,14.0,0.00012809394236641515
43.0,15.0,0.00013462134846611444
43.0,16.0,0.0001418708339738586
43.0,17.0,0.0001484707522684541
43.0,18.0,0.000153106612788528
43.0,19.0,0.00015498375770763077
43.0,20.0,0.0001540460690622972
43.0,21.0,0.00015084360848287238
43.0,22.0,0.00014611887090353853
43.0,23.0,0.00014032345955940432
43.0,24.0,0.0001333245469349921
43.0,25.0,0.00012447764091153484
43.0,26.0,0.0001130480186642942
43.0,27.0,9.875573218385174e-05
43.0,28.0,8.213295079929027e-05
43.0,29.0,6.44874385785923e-05
44.0,-30.0,3.886151996071878e-05
44.0,-29.0,5.307896748466135e-05
44.0,-28.0,6.78986083937697e-05
44.0,-27.0,8.185071198267712e-05
44.0,-26.0,9.375510704784768e-05
44.0,-25.0,0.00010308615154765136
44.0,-24.0,0.00011002756733991232
44.0,-23.0,0.00011520203296550553
44.0,-22.0,0.00011926416394086337
44.0,-21.0,0.00012261032356608516
44.0,-20.0,0.00012533842602741613
44.0,-19.0,0.0001273966932782426
44.0,-18.0,0.00012875584054570434
44.0,-17.0,0.00012948702482936905
44.0,-16.0,0.00012974552735454112
44.0,-15.0,0.00012972406738694632
44.0,-14.0,0.00012961490401958156
44.0,-13.0,0.0001295730640493046
44.0,-12.0,0.0001296718842582871
44.0,-11.0,0.00012987475854610525
44.0,-10.0,0.0001300544039078846
44.0,-9.0,0.00013005523712597246
44.0,-8.0,0.00012976169599359044
44.0,-7.0,0.00012914721135118577
44.0,-6.0,0.0001283117770987328
44.0,-5.0,0.0001275151567607682
44.0,-4.0,0.00012717145493114926
44.0,-3.0,0.0001277493401052706
44.0,-2.0,0.00012957186425783363
44.0,-1.0,0.00013260037234943175
44.0,0.0,0.0001363322817679984
44.0,1.0,0.00013989415659276902
44.0,2.0,0.00014230727124233064
44.0,3.0,0.0001428187257297891
44.0,4.0,0.00014116643947387206
44.0,5.0,0.0001376713530409097
44.0,6.0,0.00013310977047330933
44.0,7.0,0.0001284113745730783
44.0,8.0,0.00012432986840124467
44.0,9.0,0.00012127204690540975
44.0,10.0,0.00011938238086188041
44.0,11.0,0.00011879521480341838
44.0,12.0,0.00011982372092644333
44.0,13.0,0.00012288720224296268
44.0,14.0,0.0001281812546670845
44.0,15.0,0.00013531295741778555
44.0,16.0,0.00014318081464296948
44.0,17.0,0.00015023208966318842
44.0,18.0,0.00015499141169935014
44.0,19.0,0.00015658893358199628
44.0,20.0,0.00015501567294870036
44.0,21.0,0.00015097780469712377
44.0,22.0,0.0001454242561373414
44.0,23.0,0.00013898829368105259
44.0,24.0,0.00013163798730403623
44.0,25.0,0.0001227335394364503
44.0,26.0,0.00011147173607572814
44.0,27.0,9.747288239684582e-05
44.0,28.0,8.117662123141871e-05
44.0,29.0,6.382716268232217e-05
45.0,-30.0,3.86151089979942e-05
45.0,-29.0,5.275934164021118e-05
45.0,-28.0,6.751599013591867e-05
45.0,-27.0,8.142697603383511e-05
45.0,-26.0,9.33185578547875e-05
45.0,-25.0,0.0001026632057910562
45.0,-24.0,0.00010963503291305407
45.0,-23.0,0.00011484383038932552
45.0,-22.0,0.00011893402619750692
45.0,-21.0,0.00012229854365236161
45.0,-20.0,0.0001250384937089044
45.0,-19.0,0.0001271082757102358
45.0,-18.0,0.0001284833600224002
45.0,-17.0,0.00012923564490377785
45.0,-16.0,0.00012951673877108195
45.0,-15.0,0.0001295117213296836
45.0,-14.0,0.0001294017561884311
45.0,-13.0,0.00012932911157638924
45.0,-12.0,0.00012935764929638923
45.0,-11.0,0.00012945220267317577
45.0,-10.0,0.00012950401255382065
45.0,-9.0,0.00012939227564568343
45.0,-8.0,0.0001290419635995089
45.0,-7.0,0.00012845539328133686
45.0,-6.0,0.0001277326582080199
45.0,-5.0,0.0001270960703410541
45.0,-4.0,0.00012689010764979695
45.0,-3.0,0.000127502458586292
45.0,-2.0,0.00012919546476213096
45.0,-1.0,0.0001319212838139441
45.0,0.0,0.00013523535289980328
45.0,1.0,0.0001383774371405338
45.0,2.0,0.00014049727421244863
45.0,3.0,0.00014093356408631698
45.0,4.0,0.00013943984987605323
45.0,5.0,0.00013627102880842966
45.0,6.0,0.00013208627052828763
45.0,7.0,0.0001276975233087563
45.0,8.0,0.00012378576544386406
45.0,9.0,0.0001207524201660522
45.0,10.0,0.00011879922513205118
45.0,11.0,0.00011815659892558938
45.0,12.0,0.00011924028321464576
45.0,13.0,0.00012254489380846082
45.0,14.0,0.00012828354050997863
45.0,15.0,0.00013600323631133846
45.0,16.0,0.00014446761192377233
45.0,17.0,0.00015194848469519598
45.0,18.0,0.00015681511506745728
45.0,19.0,0.00015812618768196645
45.0,20.0,0.00015592051764190618
45.0,21.0,0.00015105758199160713
45.0,22.0,0.00014468728611902748
45.0,23.0,0.0001376185071018989
45.0,24.0,0.0001299161108596478
45.0,25.0,0.00012094468862302107
45.0,26.0,0.00010983614162482115
45.0,27.0,9.611681445119675e-05
45.0,28.0,8.013914657978589e-05
45.0,29.0,6.308650997430898e-05
46.0,-30.0,3.8345986042887335e-05
46.0,-29.0,5.240661713634242e-05
46.0,-28.0,6.708808273526905e-05
46.0,-27.0,8.094476857434328e-05
46.0,-26.0,9.281039137819873e-05
46.0,-25.0,0.00010215657591740657
46.0,-24.0,0.00010914870228168222
46.0,-23.0,0.00011438425220862269
46.0,-22.0,0.00011849764477843327
46.0,-21.0,0.00012187805957028962
46.0,-20.0,0.00012462899570029064
46.0,-19.0,0.0001267098311717882
46.0,-18.0,0.0001280994975656057
46.0,-17.0,0.00012886968584568836
46.0,-16.0,0.0001291682142226546
46.0,-15.0,0.0001291736211581046
46.0,-14.0,0.00012905836761884827
46.0,-13.0,0.00012895518058466513
46.0,-12.0,0.00012892134457031276
46.0,-11.0,0.00012892413874175633
46.0,-10.0,0.0001288711624560521
46.0,-9.0,0.00012867096205682713
46.0,-8.0,0.00012828190989620016
46.0,-7.0,0.00012772915902716663
46.0,-6.0,0.00012711071437757488
46.0,-5.0,0.0001266145085935526
46.0,-4.0,0.0001265229886256235
46.0,-3.0,0.0001271523158492987
46.0,-2.0,0.00012871184014219325
46.0,-1.0,0.0001311473697350477
46.0,0.0,0.00013406890941198513
46.0,1.0,0.00013682077678196547
46.0,2.0,0.00013867072462815755
46.0,3.0,0.0001390411700821859
46.0,4.0,0.00013769929035091342
46.0,5.0,0.00013483851094648982
46.0,6.0,0.00013100974977885686
46.0,7.0,0.00012691649265462448
46.0,8.0,0.00012317298123274857
46.0,9.0,0.00012017600144998672
46.0,10.0,0.00011818015920108311
46.0,11.0,0.00011750413938034936
46.0,12.0,0.0001186575773933823
46.0,13.0,0.0001222035206862834
46.0,14.0,0.0001283697102920513
46.0,15.0,0.00013664539034083918
46.0,16.0,0.00014566647474416168
46.0,17.0,0.00015353939394393922
46.0,18.0,0.0001584878575144674
46.0,19.0,0.00015950534345554937
46.0,20.0,0.00015667893678910193
46.0,21.0,0.00015101592999240487
46.0,22.0,0.0001438578731508327
46.0,23.0,0.00013617970416283159
46.0,24.0,0.00012813694308271944
46.0,25.0,0.00011909785395808116
46.0,26.0,0.00010813372883859031
46.0,27.0,9.468372109192291e-05
46.0,28.0,7.901915715712314e-05
46.0,29.0,6.22656957939413e-05
47.0,-30.0,3.804438003489309e-05
47.0,-29.0,5.200776820446618e-05
47.0,-28.0,6.659857505085051e-05
47.0,-27.0,8.038474960326505e-05
47.0,-26.0,9.22086642153892e-05
47.0,-25.0,0.0001015421352405123
47.0,-24.0,0.00010854253493885899
47.0,-23.0,0.00011379541650848538
47.0,-22.0,0.00011792523839364519
47.0,-21.0,0.00012131713828926581
47.0,-20.0,0.00012407633780601876
47.0,-19.0,0.00012616622237992034
47.0,-18.0,0.0001275681239486099
47.0,-17.0,0.00012835273047920258
47.0,-16.0,0.00012866394474759846
47.0,-15.0,0.00012867463982852565
47.0,-14.0,0.00012855053747178418
47.0,-13.0,0.000128417502394726
47.0,-12.0,0.00012832867264640348
47.0,-11.0,0.0001282545881972841
47.0,-10.0,0.0001281172607060442
47.0,-9.0,0.00012784976894647003
47.0,-8.0,0.00012743756768794916
47.0,-7.0,0.00012692331104696914
47.0,-6.0,0.00012640106790071958
47.0,-5.0,0.00012602732342014078
47.0,-4.0,0.00012602957655395537
47.0,-3.0,0.00012666127557564967
47.0,-2.0,0.00012808595916619537
47.0,-1.0,0.00013024557803331942
47.0,0.0,0.00013280105601012375
47.0,1.0,0.0001351924956417535
47.0,2.0,0.00013679517686851134
47.0,3.0,0.0001371074776117767
47.0,4.0,0.00013590860033309415
47.0,5.0,0.00013333569508993087
47.0,6.0,0.00012984103865316629
47.0,7.0,0.00012602953708953696
47.0,8.0,0.00012245495221327836
47.0,9.0,0.00011950990982246633
47.0,10.0,0.00011749657974414234
47.0,11.0,0.00011681254521162801
47.0,12.0,0.00011805067261719941
47.0,13.0,0.00012183371247020741
47.0,14.0,0.0001284002875954502
47.0,15.0,0.00013718506765627648
47.0,16.0,0.00014670629433350475
47.0,17.0,0.00015491926911835474
47.0,18.0,0.00015991601346246204
47.0,19.0,0.00016063335095853977
47.0,20.0,0.00015720675005175203
47.0,21.0,0.00015078312451758264
47.0,22.0,0.00014288258210558513
47.0,23.0,0.00013463332226286228
47.0,24.0,0.00012627362672985873
47.0,25.0,0.0001171745428579682
47.0,26.0,0.00010635181292885804
47.0,27.0,9.31651261109934e-05
47.0,28.0,7.781142047707051e-05
47.0,29.0,6.136199740946169e-05
48.0,-30.0,3.7698616563939895e-05
48.0,-29.0,5.154717840013614e-05
48.0,-28.0,6.602786816865849e-05
48.0,-27.0,7.972367129437695e-05
48.0,-26.0,9.148705489145209e-05
48.0,-25.0,0.00010079109333930439
48.0,-24.0,0.00010778571297470048
48.0,-23.0,0.00011304467134667574
48.0,-22.0,0.00011718231610012938
48.0,-21.0,0.00012057938766306244
48.0,-20.0,0.00012334226455264257
48.0,-19.0,0.00012543757837464532
48.0,-18.0,0.00012684824018061594
48.0,-17.0,0.00012764331789336434
48.0,-16.0,0.00012796270364102998
48.0,-15.0,0.00012797429967656535
48.0,-14.0,0.00012783865879978517
48.0,-13.0,0.00012767694965403815
48.0,-12.0,0.0001275401388833564
48.0,-11.0,0.0001274026439721057
48.0,-10.0,0.00012719913382078406
48.0,-9.0,0.00012688296696289523
48.0,-8.0,0.00012646111642463002
48.0,-7.0,0.00012598905809339315
48.0,-6.0,0.000125555371963872
48.0,-5.0,0.00012528785349387786
48.0,-4.0,0.00012536559398304342
48.0,-3.0,0.00012598747446013376
48.0,-2.0,0.0001272778549545074
48.0,-1.0,0.00012917702091198364
48.0,0.0,0.00013139310397020836
48.0,1.0,0.00013345331744103506
48.0,2.0,0.00013483016710833285
48.0,3.0,0.00013509050255754835
48.0,4.0,0.00013402429534558686
48.0,5.0,0.00013171802865778406
48.0,6.0,0.00012853534980256662
48.0,7.0,0.00012499276145137058
48.0,8.0,0.00012158988374764159
48.0,9.0,0.00011871540845394007
48.0,10.0,0.00011671304861541704
48.0,11.0,0.00011604866272859769
48.0,12.0,0.00011738602882618388
48.0,13.0,0.00012139729414349311
48.0,14.0,0.0001283274890597657
48.0,15.0,0.00013756077431929193
48.0,16.0,0.00014751045336726322
48.0,17.0,0.00015599882416704043
48.0,18.0,0.00016100374682915232
48.0,19.0,0.00016141591119787433
48.0,20.0,0.00015741875642584372
48.0,21.0,0.00015028795174674978
48.0,22.0,0.00014170554084728671
48.0,23.0,0.00013293725968730765
48.0,24.0,0.00012429483228389618
48.0,25.0,0.00011515125902864192
48.0,26.0,0.0001044726693984155
48.0,27.0,9.154793021677455e-05
48.0,28.0,7.650681241768299e-05
48.0,29.0,6.036967231819135e-05
49.0,-30.0,3.729541965658652e-05
49.0,-29.0,5.10070365489653e-05
49.0,-28.0,6.535356021324463e-05
49.0,-27.0,7.893493515847041e-05
49.0,-26.0,9.061546991805012e-05
49.0,-25.0,9.987062750410132e-05
49.0,-24.0,0.00010684328113640077
49.0,-23.0,0.000112095237463379
49.0,-22.0,0.00011623032759475298
49.0,-21.0,0.00011962442664041404
49.0,-20.0,0.00012238456345054277
49.0,-19.0,0.00012448004282178442
49.0,-18.0,0.00012589477108743987
49.0,-17.0,0.0001266957729909066
49.0,-16.0,0.00012701889408935443
49.0,-15.0,0.00012702761713403896
49.0,-14.0,0.0001268785431609328
49.0,-13.0,0.00012668983277219434
49.0,-12.0,0.0001265118216568896
49.0,-11.0,0.0001263232224559485
49.0,-10.0,0.00012606976837899276
49.0,-9.0,0.00012572135374943437
49.0,-8.0,0.00012530158990503866
49.0,-7.0,0.0001248746872627149
49.0,-6.0,0.00012452243723909696
49.0,-5.0,0.0001243465117029518
49.0,-4.0,0.0001244835867745736
49.0,-3.0,0.0001250854509112861
49.0,-2.0,0.00012624337667782048
49.0,-1.0,0.00012789791999499539
49.0,0.0,0.00012980075205231266
49.0,1.0,0.00013155778039790068
49.0,2.0,0.0001327287952294052
49.0,3.0,0.00013294199815640502
49.0,4.0,0.00013199718892545733
49.0,5.0,0.00012993601346827647
49.0,6.0,0.00012704361343926585
49.0,7.0,0.0001237582756773797
49.0,8.0,0.0001205317280380636
49.0,9.0,0.0001177487096389401
49.0,10.0,0.00011578792701807573
49.0,11.0,0.00011517195619179969
49.0,12.0,0.00011662188275603709
49.0,13.0,0.00012084769259282266
49.0,14.0,0.00012809580819274442
49.0,15.0,0.00013770478587981638
49.0,16.0,0.0001479981464060828
49.0,17.0,0.00015668673094054936
49.0,18.0,0.0001616549344577837
49.0,19.0,0.00016175941792674696
49.0,20.0,0.0001572305008750516
49.0,21.0,0.00014945918558352653
49.0,22.0,0.00014026961276182953
49.0,23.0,0.0001310467988466883
49.0,24.0,0.00012216550830169333
49.0,25.0,0.0001130001353223436
49.0,26.0,0.00010247406896096909
49.0,27.0,8.98148423388194e-05
49.0,28.0,7.509263506980219e-05
49.0,29.0,5.928016462836755e-05
50.0,-30.0,3.682036493689052e-05
50.0,-29.0,5.0367939103059274e-05
50.0,-28.0,6.455119447863373e-05
50.0,-27.0,7.798946522936385e-05
50.0,-26.0,8.956100935661259e-05
50.0,-25.0,9.874490555813479e-05
50.0,-24.0,0.00010567719924364023
50.0,-23.0,0.00011090727647789985
50.0,-22.0,0.00011502774816378057
50.0,-21.0,0.00011840899871892182
50.0,-20.0,0.00012115822265187289
50.0,-19.0,0.0001232469882225156
50.0,-18.0,0.00012465983924252985
50.0,-17.0,0.0001254615313073557
50.0,-16.0,0.00012578390520242582
50.0,-15.0,0.00012578646442223566
50.0,-14.0,0.00012562276344469612
50.0,-13.0,0.00012540920619975228
50.0,-12.0,0.00012519663347031995
50.0,-11.0,0.00012496827794438464
50.0,-10.0,0.00012467948012374598
50.0,-9.0,0.0001243133779948088
50.0,-8.0,0.00012390595358597597
50.0,-7.0,0.00012352659373422793
50.0,-6.0,0.00012324922007967237
50.0,-5.0,0.0001231517518409197
50.0,-4.0,0.00012333390858798278
50.0,-3.0,0.00012390720555629906
50.0,-2.0,0.00012493539433879202
50.0,-1.0,0.00012636101602415438
50.0,0.0,0.00012797573218657662
50.0,1.0,0.0001294561029733693
50.0,2.0,0.0001304397443732695
50.0,3.0,0.00013060952720475328
50.0,4.0,0.0001297744109018273
50.0,5.0,0.0001279370885395242
50.0,6.0,0.00012531418502177943
50.0,7.0,0.00012227572591211065
50.0,8.0,0.00011923155636969085
50.0,9.0,0.00011656220562632994
50.0,10.0,0.00011467447721525159
50.0,11.0,0.0001141355021722559
50.0,12.0,0.0001157091907300071
50.0,13.0,0.00012013093210983089
50.0,14.0,0.00012764320235079978
50.0,15.0,0.00013754465334470405
50.0,16.0,0.00014808626183839
50.0,17.0,0.0001568918232635456
50.0,18.0,0.0001617755337306613
50.0,19.0,0.00016157328085501538
50.0,20.0,0.0001565603739094251
50.0,21.0,0.00014822737297987348
50.0,22.0,0.00013851787819001553
50.0,23.0,0.00012891585993995676
50.0,24.0,0.00011984799271123543
50.0,25.0,0.00011068995290370372
50.0,26.0,0.00010033020667398837
50.0,27.0,8.794518885140176e-05
50.0,28.0,7.355327241187732e-05
50.0,29.0,5.808259197791894e-05
51.0,-30.0,3.625848234632537e-05
51.0,-29.0,4.960969714257043e-05
51.0,-28.0,6.359526960912725e-05
51.0,-27.0,7.685689705180583e-05
51.0,-26.0,8.828929327493692e-05
51.0,-25.0,9.737650350596751e-05
51.0,-24.0,0.00010424781268397584
51.0,-23.0,0.00010943939242767775
51.0,-22.0,0.00011353160772541442
51.0,-21.0,0.00011688853874933397
51.0,-20.0,0.00011961705169547047
51.0,-19.0,0.00012169070435294704
51.0,-18.0,0.00012309452575636295
51.0,-17.0,0.0001238909641494779
51.0,-16.0,0.00012420798130910506
51.0,-15.0,0.00012420145497394608
51.0,-14.0,0.000124022526075747
51.0,-13.0,0.000123786702661158
51.0,-12.0,0.00012354610007755254
51.0,-11.0,0.00012328851692599844
51.0,-10.0,0.00012297755920880025
51.0,-9.0,0.0001226067154007008
51.0,-8.0,0.00012222061498993542
51.0,-7.0,0.0001218907349461136
51.0,-6.0,0.00012168223825108613
51.0,-5.0,0.00012165147537798062
51.0,-4.0,0.00012186616196485784
51.0,-3.0,0.00012240373210646485
51.0,-2.0,0.00012330547917910103
51.0,-1.0,0.0001245174480439356
51.0,0.0,0.00012586790785933685
51.0,1.0,0.00012709647880823207
51.0,2.0,0.00012790970492709247
51.0,3.0,0.00012803891770798897
51.0,4.0,0.00012730179516630354
51.0,5.0,0.00012566787704233905
51.0,6.0,0.00012329492132228558
51.0,7.0,0.00012049420913829489
51.0,8.0,0.00011763934258910421
51.0,9.0,0.0001151061516939138
51.0,10.0,0.00011332246886981316
51.0,11.0,0.00011288754658595092
51.0,12.0,0.00011459318847037766
51.0,13.0,0.00011918728622476838
51.0,14.0,0.00012690295003644724
51.0,15.0,0.00013700536236179776
51.0,16.0,0.00014769187028306635
51.0,17.0,0.00015652584007150484
51.0,18.0,0.0001612764153673829
51.0,19.0,0.00016077264857077754
51.0,20.0,0.00015533206496101435
51.0,21.0,0.00014652695136627673
51.0,22.0,0.00013639544831274387
51.0,23.0,0.00012649860193587732
51.0,24.0,0.00011730349038793859
51.0,25.0,0.00010818753904038144
51.0,26.0,9.801300689894474e-05
51.0,27.0,8.591607632890332e-05
51.0,28.0,7.187115850566441e-05
51.0,29.0,5.676449064608692e-05
52.0,-30.0,3.559499494119258e-05
52.0,-29.0,4.8712330530593764e-05
52.0,-28.0,6.246049069068587e-05
52.0,-27.0,7.55070585648319e-05
52.0,-26.0,8.676612361540089e-05
52.0,-25.0,9.57281921215424e-05
52.0,-24.0,0.00010251571549656985
52.0,-23.0,0.00010765054174264484
52.0,-22.0,0.0001116994391557126
52.0,-21.0,0.0001150191673478596
52.0,-20.0,0.00011771573739699891
52.0,-19.0,0.00011976452970707456
52.0,-18.0,0.00012115108294281178
52.0,-17.0,0.00012193566579263137
52.0,-16.0,0.00012224256451341255
52.0,-15.0,0.00012222431329034195
52.0,-14.0,0.00012203003700997775
52.0,-13.0,0.00012177486652554591
52.0,-12.0,0.00012151263819166497
52.0,-11.0,0.00012123560389061518
52.0,-10.0,0.00012091439482697258
52.0,-9.0,0.0001205503103047145
52.0,-8.0,0.00012019338888514568
52.0,-7.0,0.00011991453502042189
52.0,-6.0,0.00011976943963713407
52.0,-5.0,0.00011979489876895563
52.0,-4.0,0.00012003110732224551
52.0,-3.0,0.00012052701743505033
52.0,-2.0,0.00012130604397549318
52.0,-1.0,0.00012231907115632938
52.0,0.0,0.00012342778043094828
52.0,1.0,0.00012442774567186137
52.0,2.0,0.0001250861425603708
52.0,3.0,0.000125177042335527
52.0,4.0,0.0001245265832770684
52.0,5.0,0.0001230767530243815
52.0,6.0,0.00012093559078207085
52.0,7.0,0.00011836454697782815
52.0,8.0,0.00011570614245320373
52.0,9.0,0.00011333079516825642
52.0,10.0,0.00011168029360856188
52.0,11.0,0.00011137363813046738
52.0,12.0,0.00011321558956850066
52.0,13.0,0.00011795360967455287
52.0,14.0,0.00012580619604551056
52.0,15.0,0.00013601214867075724
52.0,16.0,0.0001467353037652553
52.0,17.0,0.00015550667535072624
52.0,18.0,0.00016007662063389065
52.0,19.0,0.00015928149224778924
52.0,20.0,0.00015347734029025532
52.0,21.0,0.00014429868040831555
52.0,22.0,0.00013385160083178723
52.0,23.0,0.00012375135963798827
52.0,24.0,0.0001144938982232084
52.0,25.0,0.00010545951398664413
52.0,26.0,9.549376519376655e-05
52.0,27.0,8.370386422220034e-05
52.0,28.0,7.002801551933944e-05
52.0,29.0,5.531278167284889e-05
53.0,-30.0,3.481616656772615e-05
53.0,-29.0,4.765721317629041e-05
53.0,-28.0,6.112321661168489e-05
53.0,-27.0,7.391169091683873e-05
53.0,-26.0,8.495942415853883e-05
53.0,-25.0,9.376503189498242e-05
53.0,-24.0,0.00010044394379499577
53.0,-23.0,0.00010550228842806066
53.0,-22.0,0.00010949158138473461
53.0,-21.0,0.00011276004602563567
53.0,-20.0,0.00011541226417229061
53.0,-19.0,0.00011742535013803834
53.0,-18.0,0.00011878551736109125
53.0,-17.0,0.00011955111596002525
53.0,-16.0,0.00011984302002230636
53.0,-15.0,0.00011981063759006322
53.0,-14.0,0.00011960127191912073
53.0,-13.0,0.00011932990211089337
53.0,-12.0,0.00011905225601132702
53.0,-11.0,0.00011876479356273671
53.0,-10.0,0.00011844402578059555
53.0,-9.0,0.00011809684056845015
53.0,-8.0,0.00011777588360788714
53.0,-7.0,0.0001175492108561531
53.0,-6.0,0.00011746249585443299
53.0,-5.0,0.0001175348491565617
53.0,-4.0,0.00011778299971337958
53.0,-3.0,0.00011823245997560095
53.0,-2.0,0.00011889288028507838
53.0,-1.0,0.00011972113812102395
53.0,0.0,0.0001206093186813091
53.0,1.0,0.00012140233690831033
53.0,2.0,0.00012192031607870074
53.0,3.0,0.0001219748290060209
53.0,4.0,0.00012140035635918291
53.0,5.0,0.00012011664769965544
53.0,6.0,0.00011819054595796553
53.0,7.0,0.00011584185416956775
53.0,8.0,0.00011338661164587906
53.0,9.0,0.00011118890052789045
53.0,10.0,0.00010969754549612108
53.0,11.0,0.00010953930248327643
53.0,12.0,0.00011151739021347608
53.0,13.0,0.0001163663147793348
53.0,14.0,0.000124285136995184
53.0,15.0,0.00013449390345226996
53.0,16.0,0.00014514373813511393
53.0,17.0,0.00015376203091846245
53.0,18.0,0.00015810693326470448
53.0,19.0,0.00015703594730612043
53.0,20.0,0.00015093905877089673
53.0,21.0,0.0001414923200630436
53.0,22.0,0.0001308421834501714
53.0,23.0,0.00012063486830856437
53.0,24.0,0.00011138392653203863
53.0,25.0,0.00010247432898339479
53.0,26.0,9.274506311811073e-05
53.0,27.0,8.128588190432552e-05
53.0,28.0,6.800630029718272e-05
53.0,29.0,5.371490577671468e-05
54.0,-30.0,3.391021657042447e-05
54.0,-29.0,4.642831346117656e-05
54.0,-28.0,5.956303373537311e-05
54.0,-27.0,7.204632691450406e-05
54.0,-26.0,8.284136675748917e-05
54.0,-25.0,9.14566781089211e-05
54.0,-24.0,9.80003974341217e-05
54.0,-23.0,0.00010296129984530465
54.0,-22.0,0.00010687373015736663
54.0,-21.0,0.00011007598241072764
54.0,-20.0,0.00011267058312114038
54.0,-19.0,0.00011463634255152793
54.0,-18.0,0.00011596041383109558
54.0,-17.0,0.00011669958115327434
54.0,-16.0,0.0001169716021499089
54.0,-15.0,0.00011692290986371951
54.0,-14.0,0.00011669900495423853
54.0,-13.0,0.00011641469445577354
54.0,-12.0,0.00011612754048496988
54.0,-11.0,0.00011583786252270267
54.0,-10.0,0.00011552700057019323
54.0,-9.0,0.00011520549995607386
54.0,-8.0,0.00011492621169522917
54.0,-7.0,0.00011475242875690254
54.0,-6.0,0.00011471943118058826
54.0,-5.0,0.00011483039620084463
54.0,-4.0,0.00011508225497607578
54.0,-3.0,0.00011548159986695452
54.0,-2.0,0.0001160279773617013
54.0,-1.0,0.00011668522176323585
54.0,0.0,0.00011737298282829459
54.0,1.0,0.0001179793835747821
54.0,2.0,0.00011837041304987961
54.0,3.0,0.00011839037284217876
54.0,4.0,0.00011788206971527394
54.0,5.0,0.000116747974939858
54.0,6.0,0.00011502154314058921
54.0,7.0,0.00011288829192964863
54.0,8.0,0.00011064175734131919
54.0,9.0,0.00010863856974947983
54.0,10.0,0.0001073279701593246
54.0,11.0,0.00010733316165170874
54.0,12.0,0.00010944218210999288
54.0,13.0,0.00011436488534968948
54.0,14.0,0.00012227672446079926
54.0,15.0,0.00013238702498932298
54.0,16.0,0.00014285511463917833
54.0,17.0,0.0001512332944224663
54.0,18.0,0.00015531358712574293
54.0,19.0,0.00015398774597693847
54.0,20.0,0.000147674279892062
54.0,21.0,0.00013806943307201385
54.0,22.0,0.00012733218246956495
54.0,23.0,0.00011711668379049872
54.0,24.0,0.00010794342721862969
54.0,25.0,9.920450397430277e-05
54.0,26.0,8.974286338386044e-05
54.0,27.0,7.86423007449908e-05
54.0,28.0,6.579077903277654e-05
54.0,29.0,5.19600600904194e-05
55.0,-30.0,3.286824578610419e-05
55.0,-29.0,4.501345485872101e-05
55.0,-28.0,5.7764361558512145e-05
